ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Spending_Score_Ordinal,Segment
460112,Male,Yes,26,Yes,Engineer,8.0,Average,2.0,Cat_3,1,0
460116,Female,Yes,42,Yes,Unknown,1.0,Low,2.0,Cat_6,0,3
460118,Female,Yes,36,Yes,Artist,4.0,Low,2.0,Cat_6,0,3
460119,Male,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_6,0,2
460122,Female,No,39,No,Artist,1.0,Low,1.0,Cat_6,0,3
460124,Female,No,41,Yes,Artist,0.0,Low,3.0,Cat_6,0,3
460126,Female,Yes,48,Yes,Marketing,8.0,Low,2.0,Cat_6,0,0
460134,Male,Yes,40,Yes,Entertainment,9.0,High,3.0,Cat_6,2,0
460135,Female,No,25,Yes,Healthcare,4.0,Low,3.0,Cat_6,0,2
460140,Female,Yes,41,Yes,Artist,7.0,Low,2.0,Cat_6,0,0
460141,Male,No,37,Yes,Artist,11.0,Low,1.0,Cat_6,0,0
460144,Female,No,53,Yes,Doctor,0.0,Low,2.0,Cat_3,0,3
460146,Female,Yes,51,Yes,Engineer,0.0,Average,3.0,Cat_3,1,1
460147,Male,Yes,73,Yes,Entertainment,1.0,Average,3.0,Cat_6,1,1
460157,Male,Yes,61,No,Unknown,1.0,Low,5.0,Cat_4,0,2
460160,Male,No,39,Yes,Entertainment,5.0,Low,1.0,Cat_3,0,3
460162,Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_2,0,2
460166,Female,No,19,No,Healthcare,0.0,Low,7.0,Cat_2,0,2
460167,Female,No,23,No,Entertainment,1.0,Low,5.0,Cat_2,0,2
460168,Male,Yes,83,Yes,Executive,0.0,High,2.0,Cat_2,2,1
460171,Female,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,2,1
460174,Female,No,43,Yes,Artist,9.0,Low,4.0,Cat_6,0,0
460175,Female,No,27,No,Artist,0.0,Low,5.0,Cat_2,0,2
460177,Male,No,50,Yes,Artist,0.0,Low,1.0,Cat_6,0,3
460179,Female,No,23,No,Entertainment,0.0,Low,6.0,Cat_2,0,2
460183,Male,No,35,No,Entertainment,9.0,Low,2.0,Cat_6,0,0
460185,Male,No,32,No,Healthcare,9.0,Low,3.0,Cat_6,0,0
460187,Female,No,42,Yes,Doctor,2.0,Low,3.0,Cat_6,0,3
460189,Male,No,33,No,Entertainment,13.0,Low,1.0,Cat_6,0,0
460190,Female,No,28,Yes,Entertainment,9.0,Low,3.0,Cat_6,0,0
460192,Male,Yes,35,Yes,Unknown,1.0,Low,2.0,Cat_7,0,3
460196,Female,No,35,Yes,Healthcare,9.0,Low,2.0,Cat_6,0,0
460206,Female,Yes,39,Yes,Entertainment,0.0,Low,2.0,Cat_6,0,3
460211,Male,Yes,28,Unknown,Artist,6.0,Low,1.0,Cat_6,0,0
460212,Male,Yes,35,Yes,Entertainment,11.0,Low,6.0,Cat_6,0,0
460214,Female,Yes,45,Yes,Engineer,0.0,Average,2.0,Cat_6,1,1
460222,Female,Unknown,73,Yes,Lawyer,4.0,High,2.0,Cat_6,2,1
460223,Male,No,52,No,Entertainment,1.0,Low,1.0,Cat_6,0,3
460227,Male,No,28,No,Healthcare,0.0,Low,3.0,Cat_6,0,2
460242,Male,Yes,38,Yes,Healthcare,9.0,Low,3.0,Cat_6,0,0
460243,Female,No,42,Yes,Entertainment,8.0,Low,1.0,Cat_6,0,0
460247,Female,No,26,No,Doctor,9.0,Low,2.0,Cat_6,0,0
460248,Female,No,27,Yes,Healthcare,7.0,Low,2.0,Cat_6,0,0
460252,Male,Yes,41,Yes,Artist,0.0,Low,2.0,Cat_6,0,3
460263,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_6,0,3
460265,Male,Yes,47,Yes,Executive,0.0,High,4.0,Cat_6,2,1
460270,Male,No,35,Yes,Doctor,8.0,Low,1.0,Cat_6,0,0
460272,Female,No,88,Yes,Lawyer,0.0,Low,1.0,Cat_6,0,3
460275,Female,No,46,Yes,Artist,6.0,Low,1.0,Cat_6,0,0
460276,Female,Yes,41,Yes,Artist,3.0,Low,2.0,Cat_6,0,3
460281,Female,No,30,Yes,Doctor,10.0,Low,5.0,Cat_6,0,0
460283,Male,Yes,43,Yes,Doctor,12.0,Low,2.0,Cat_6,0,0
460284,Female,No,29,Yes,Entertainment,9.0,Low,2.0,Cat_6,0,0
460287,Male,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_6,0,3
460289,Female,Yes,61,Yes,Artist,4.0,Average,6.0,Cat_4,1,1
460298,Female,No,51,Yes,Lawyer,2.0,Low,1.0,Cat_6,0,3
460303,Female,No,38,Yes,Artist,2.0,Low,1.0,Unknown,0,3
460305,Female,Unknown,49,Yes,Entertainment,0.0,High,1.0,Cat_6,2,1
460306,Female,No,43,Yes,Healthcare,9.0,Low,1.0,Cat_6,0,0
460310,Male,No,27,No,Healthcare,14.0,Low,4.0,Cat_6,0,0
460315,Female,No,35,No,Doctor,14.0,Low,6.0,Cat_7,0,0
460319,Female,Yes,39,No,Doctor,4.0,Average,2.0,Cat_7,1,1
460322,Female,Yes,52,No,Engineer,9.0,Low,2.0,Cat_6,0,0
460323,Female,No,38,Yes,Engineer,10.0,Low,1.0,Cat_6,0,0
460324,Female,No,30,Yes,Entertainment,12.0,Low,2.0,Cat_6,0,0
460327,Female,No,43,Yes,Artist,10.0,Low,1.0,Cat_6,0,0
460333,Female,No,42,No,Entertainment,10.0,Low,4.0,Cat_6,0,0
460336,Female,No,46,Yes,Artist,2.0,Low,1.0,Cat_7,0,3
460340,Female,No,47,Yes,Artist,11.0,Low,2.0,Cat_6,0,0
460341,Female,No,32,No,Entertainment,13.0,Low,5.0,Cat_7,0,0
460344,Female,Yes,53,Yes,Artist,11.0,Average,2.0,Cat_6,1,0
460346,Female,Yes,43,Yes,Artist,12.0,Average,2.0,Cat_6,1,0
460348,Female,No,39,Yes,Artist,0.0,Low,2.0,Cat_6,0,3
460349,Male,Unknown,42,Yes,Artist,3.0,Average,2.0,Cat_6,1,1
460354,Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_3,0,3
460356,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,0,2
460358,Male,No,30,No,Marketing,1.0,Low,1.0,Cat_3,0,3
460361,Female,Yes,49,Yes,Artist,0.0,Low,1.0,Cat_4,0,3
460362,Male,Yes,55,Yes,Healthcare,0.0,Low,3.0,Cat_4,0,3
460365,Female,Yes,59,Yes,Doctor,1.0,Low,2.0,Cat_4,0,3
460369,Female,Yes,46,Yes,Artist,1.0,Low,2.0,Cat_6,0,3
460370,Female,Yes,27,Yes,Executive,9.0,High,2.0,Cat_6,2,0
460371,Female,No,25,Yes,Artist,1.0,Low,2.0,Cat_6,0,3
460378,Female,No,37,Yes,Doctor,1.0,Low,1.0,Cat_6,0,3
460379,Male,No,38,Yes,Artist,9.0,Low,3.0,Cat_6,0,0
460380,Male,No,29,Yes,Entertainment,9.0,Low,3.0,Cat_6,0,0
460381,Male,No,28,Yes,Artist,11.0,Low,2.0,Cat_6,0,0
460384,Female,Yes,27,Yes,Marketing,8.0,Low,2.0,Cat_6,0,0
460387,Female,No,42,No,Entertainment,3.0,Low,2.0,Cat_6,0,3
460388,Female,No,43,Yes,Artist,14.0,Low,2.0,Cat_6,0,0
460389,Female,Yes,40,Yes,Healthcare,8.0,Average,2.0,Cat_6,1,0
460390,Male,No,41,Yes,Artist,9.0,Low,3.0,Cat_6,0,0
460392,Male,Yes,46,No,Entertainment,8.0,Low,1.0,Cat_1,0,0
460394,Female,No,32,Yes,Healthcare,9.0,Low,3.0,Cat_6,0,0
460397,Female,No,56,Yes,Entertainment,1.0,Low,1.0,Cat_6,0,3
460399,Male,No,28,Yes,Marketing,12.0,Low,1.0,Cat_6,0,0
460401,Female,No,25,Yes,Artist,0.0,Low,3.0,Cat_7,0,2
460404,Male,Yes,42,Yes,Artist,6.0,Low,7.0,Cat_6,0,2
460405,Female,No,41,Yes,Entertainment,5.0,Low,2.0,Cat_6,0,0
460406,Male,Yes,36,Yes,Healthcare,3.0,Low,2.0,Cat_6,0,3
460408,Female,No,42,Yes,Artist,2.0,Low,1.0,Cat_6,0,3
460409,Female,No,42,Yes,Artist,8.0,Low,4.0,Cat_6,0,0
460415,Female,No,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,0,3
460422,Male,Yes,52,Yes,Entertainment,1.0,High,2.0,Cat_6,2,1
460431,Female,No,47,Yes,Engineer,1.0,Low,1.0,Cat_6,0,3
460434,Male,Unknown,57,Yes,Artist,2.0,High,3.0,Cat_6,2,1
460437,Female,No,26,Yes,Artist,8.0,Low,1.0,Cat_6,0,0
460440,Female,No,28,No,Artist,5.0,Low,2.0,Cat_6,0,0
460443,Female,No,37,Yes,Doctor,0.0,Low,1.0,Cat_6,0,3
460447,Male,Unknown,89,No,Lawyer,0.0,Low,1.0,Cat_3,0,3
460449,Male,No,25,No,Marketing,2.0,Low,1.0,Cat_3,0,3
460450,Male,Yes,50,Yes,Executive,1.0,High,4.0,Cat_4,2,1
460453,Female,No,42,Yes,Doctor,5.0,Low,1.0,Cat_6,0,3
460454,Male,No,48,Yes,Artist,1.0,Low,1.0,Cat_6,0,3
460457,Female,No,37,Yes,Entertainment,9.0,Low,2.0,Cat_3,0,0
460459,Female,No,30,No,Engineer,1.0,Low,5.0,Cat_3,0,2
460460,Male,Yes,26,No,Entertainment,2.0,Low,4.0,Cat_3,0,2
460467,Female,Yes,47,Yes,Artist,1.0,Average,2.0,Cat_6,1,1
460470,Male,No,36,No,Healthcare,1.0,Low,4.0,Cat_4,0,2
460476,Male,Yes,53,No,Doctor,1.0,Average,4.0,Cat_3,1,1
460477,Male,No,30,No,Entertainment,1.0,Low,6.0,Cat_3,0,2
460484,Female,No,20,No,Healthcare,4.0,Low,7.0,Cat_3,0,2
460485,Female,No,19,No,Marketing,8.0,Low,5.0,Cat_3,0,0
460489,Male,No,19,No,Healthcare,9.0,Low,6.0,Cat_3,0,0
460492,Female,No,37,No,Marketing,12.0,Low,2.0,Cat_3,0,0
460495,Male,No,20,No,Healthcare,0.0,Low,6.0,Cat_3,0,2
460504,Male,Unknown,39,No,Executive,1.0,Average,3.0,Cat_3,1,1
460505,Female,No,26,Yes,Engineer,1.0,Low,3.0,Cat_3,0,2
460507,Male,No,31,No,Doctor,0.0,Low,4.0,Cat_3,0,2
460508,Male,Yes,31,Yes,Healthcare,2.0,High,3.0,Cat_3,2,1
460518,Female,Yes,41,Yes,Engineer,9.0,Average,3.0,Cat_3,1,0
460522,Female,Yes,32,No,Homemaker,1.0,Average,2.0,Cat_4,1,1
460541,Female,Yes,42,Yes,Homemaker,0.0,Average,3.0,Cat_3,1,1
460542,Female,Yes,89,No,Lawyer,1.0,Low,2.0,Cat_3,0,3
460545,Male,Yes,78,No,Lawyer,1.0,High,3.0,Cat_3,2,1
460546,Female,Yes,65,Yes,Lawyer,1.0,Low,2.0,Cat_3,0,3
460547,Female,Yes,48,Yes,Homemaker,0.0,Average,2.0,Cat_3,1,1
460549,Male,No,36,Yes,Artist,8.0,Low,2.0,Cat_3,0,0
460550,Female,Yes,55,Yes,Artist,0.0,Average,4.0,Cat_3,1,1
460551,Male,Yes,52,Yes,Engineer,0.0,Average,2.0,Cat_3,1,1
460555,Male,Yes,52,Yes,Homemaker,7.0,Average,3.0,Cat_3,1,0
460556,Female,Yes,41,Yes,Unknown,1.0,Low,1.0,Cat_3,0,3
460558,Female,Yes,36,Yes,Engineer,1.0,Low,1.0,Cat_3,0,3
460561,Female,No,37,No,Engineer,7.0,Low,1.0,Cat_3,0,0
460563,Female,No,40,No,Healthcare,1.0,Low,2.0,Cat_1,0,3
460566,Male,Yes,38,Yes,Homemaker,1.0,Average,2.0,Cat_3,1,1
460571,Male,No,25,No,Doctor,0.0,Low,3.0,Cat_3,0,2
460572,Female,No,33,Yes,Engineer,1.0,Low,4.0,Cat_3,0,2
460574,Male,No,26,Yes,Artist,1.0,Low,1.0,Cat_3,0,3
460582,Female,No,28,No,Entertainment,0.0,Low,1.0,Cat_3,0,3
460583,Male,No,18,No,Marketing,0.0,Low,6.0,Cat_3,0,2
460585,Male,No,52,No,Entertainment,0.0,Low,3.0,Cat_3,0,3
460586,Male,No,26,Yes,Healthcare,0.0,Low,2.0,Cat_3,0,3
460588,Male,No,18,No,Healthcare,0.0,Low,4.0,Cat_3,0,2
460597,Female,No,20,No,Marketing,1.0,Low,2.0,Cat_3,0,2
460598,Female,Yes,36,Yes,Doctor,0.0,Average,3.0,Cat_3,1,1
460605,Male,Yes,27,Yes,Doctor,8.0,Average,2.0,Cat_4,1,0
460606,Male,No,21,No,Healthcare,1.0,Low,5.0,Cat_7,0,2
460612,Male,No,27,Yes,Entertainment,8.0,Low,4.0,Cat_3,0,0
460615,Female,No,28,Yes,Healthcare,1.0,Low,2.0,Cat_3,0,3
460618,Male,Yes,63,Yes,Lawyer,1.0,Low,4.0,Cat_3,0,3
460619,Male,No,48,Yes,Entertainment,1.0,Low,2.0,Cat_3,0,3
460621,Male,Yes,80,Yes,Lawyer,1.0,Low,2.0,Cat_3,0,3
460622,Female,Yes,71,Yes,Lawyer,7.0,High,3.0,Cat_3,2,1
460626,Male,Yes,47,No,Doctor,8.0,High,4.0,Cat_6,2,1
460627,Female,No,22,No,Unknown,1.0,Low,4.0,Cat_3,0,2
460633,Male,Yes,35,Yes,Unknown,1.0,High,2.0,Cat_3,2,1
460634,Female,No,40,No,Entertainment,1.0,Low,6.0,Cat_3,0,2
460637,Female,No,18,No,Healthcare,1.0,Low,2.0,Cat_3,0,2
460638,Female,No,26,Yes,Artist,0.0,Low,4.0,Cat_3,0,2
460639,Female,Yes,73,Yes,Lawyer,1.0,Low,5.0,Cat_1,0,1
460640,Male,Yes,86,Unknown,Lawyer,1.0,Low,1.0,Cat_3,0,3
460645,Female,No,37,No,Doctor,1.0,Low,2.0,Cat_3,0,3
460646,Male,Yes,59,Yes,Entertainment,1.0,Low,2.0,Cat_3,0,3
460653,Female,No,28,No,Homemaker,8.0,Low,1.0,Cat_4,0,0
460656,Female,Yes,29,Yes,Artist,9.0,Low,3.0,Cat_6,0,0
460658,Female,Yes,37,Yes,Marketing,7.0,Average,3.0,Cat_6,1,0
460659,Female,Yes,46,Yes,Marketing,1.0,Average,3.0,Cat_6,1,1
460660,Male,No,39,Unknown,Entertainment,6.0,Low,1.0,Cat_6,0,0
460661,Female,No,33,No,Homemaker,8.0,Low,1.0,Cat_6,0,0
460668,Female,No,32,Yes,Doctor,1.0,Low,2.0,Cat_3,0,3
460678,Female,No,32,No,Doctor,6.0,Low,2.0,Cat_3,0,0
460686,Female,Unknown,25,No,Homemaker,8.0,Low,1.0,Cat_3,0,0
460687,Female,Yes,48,Yes,Homemaker,9.0,Average,2.0,Cat_3,1,0
460691,Female,No,27,No,Homemaker,8.0,Low,1.0,Cat_3,0,0
460702,Female,No,49,Yes,Artist,1.0,Low,1.0,Cat_6,0,3
460703,Female,Yes,33,Yes,Engineer,8.0,Average,5.0,Cat_4,1,0
460706,Female,No,33,No,Engineer,7.0,Low,6.0,Cat_4,0,2
460708,Male,Yes,39,Yes,Artist,0.0,Low,3.0,Cat_6,0,3
460716,Male,Yes,50,Yes,Entertainment,0.0,Average,4.0,Cat_6,1,1
460719,Female,Yes,84,Yes,Lawyer,0.0,Low,2.0,Cat_3,0,3
460720,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,1,1
460722,Male,Yes,31,No,Entertainment,0.0,Average,3.0,Cat_3,1,1
460726,Male,Yes,57,Yes,Artist,3.0,Average,2.0,Cat_6,1,1
460727,Male,Yes,73,No,Executive,1.0,High,4.0,Cat_3,2,1
460729,Male,Yes,36,Yes,Entertainment,9.0,Low,4.0,Cat_6,0,0
460733,Male,No,53,Yes,Marketing,2.0,Low,4.0,Cat_6,0,2
460734,Male,Yes,41,Yes,Entertainment,9.0,Average,2.0,Cat_2,1,0
460738,Female,No,53,No,Engineer,0.0,Low,2.0,Cat_7,0,3
460740,Male,Yes,35,Yes,Artist,2.0,Average,3.0,Cat_6,1,1
460743,Male,Yes,62,Yes,Artist,0.0,Average,3.0,Cat_6,1,1
460746,Male,No,23,No,Marketing,0.0,Low,3.0,Cat_6,0,2
460763,Male,No,51,Yes,Artist,1.0,Low,2.0,Cat_6,0,3
460769,Female,Yes,83,No,Lawyer,1.0,High,2.0,Cat_6,2,1
460780,Female,No,26,Yes,Healthcare,0.0,Low,2.0,Cat_3,0,3
460783,Male,Yes,86,Yes,Lawyer,1.0,Low,1.0,Cat_6,0,3
460785,Male,No,26,Yes,Healthcare,0.0,Low,4.0,Cat_7,0,2
460789,Male,Yes,42,Yes,Executive,0.0,Low,3.0,Cat_6,0,3
460794,Female,Yes,41,Yes,Homemaker,9.0,Low,1.0,Cat_6,0,0
460796,Male,Yes,67,No,Lawyer,0.0,Low,3.0,Cat_6,0,3
460802,Male,Yes,68,Yes,Lawyer,1.0,High,2.0,Cat_6,2,1
460811,Female,Yes,45,No,Engineer,0.0,High,2.0,Cat_6,2,1
460813,Female,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6,2,1
460815,Male,Yes,62,Yes,Artist,0.0,High,2.0,Cat_3,2,1
460822,Male,Yes,42,Yes,Artist,1.0,Low,2.0,Cat_6,0,3
460825,Male,No,26,Yes,Doctor,0.0,Low,3.0,Cat_4,0,2
460828,Male,No,48,No,Entertainment,1.0,Low,1.0,Cat_6,0,3
460830,Male,Yes,40,No,Entertainment,3.0,Average,5.0,Cat_2,1,2
460831,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,0,2
460837,Female,No,25,Yes,Artist,1.0,Low,1.0,Cat_5,0,3
460838,Male,No,37,Yes,Artist,1.0,Low,2.0,Cat_6,0,3
460840,Male,Yes,77,Yes,Lawyer,1.0,Low,1.0,Cat_6,0,3
460844,Male,Yes,50,Yes,Healthcare,1.0,Low,2.0,Cat_6,0,3
460846,Female,No,22,No,Marketing,0.0,Low,4.0,Cat_6,0,2
460847,Male,No,26,Yes,Artist,1.0,Low,3.0,Cat_6,0,2
460851,Male,Yes,71,No,Doctor,0.0,Average,3.0,Cat_6,1,1
460855,Male,Yes,50,Yes,Artist,1.0,Low,2.0,Cat_6,0,3
460857,Male,No,29,No,Entertainment,1.0,Low,1.0,Cat_4,0,3
460859,Male,Yes,51,Yes,Entertainment,1.0,Low,4.0,Cat_6,0,2
460860,Male,Yes,52,Yes,Artist,6.0,Average,4.0,Cat_6,1,1
460861,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_3,0,2
460866,Male,No,26,Yes,Doctor,0.0,Low,9.0,Cat_4,0,2
460870,Male,No,37,Yes,Healthcare,1.0,Low,2.0,Cat_4,0,3
460871,Female,No,33,Yes,Healthcare,1.0,Low,2.0,Cat_6,0,3
460872,Female,Yes,39,Yes,Artist,0.0,Low,2.0,Cat_4,0,3
460877,Female,Yes,53,No,Artist,1.0,Average,5.0,Cat_6,1,1
460878,Male,Yes,49,No,Entertainment,0.0,Average,4.0,Cat_6,1,1
460882,Male,No,21,No,Healthcare,0.0,Low,2.0,Cat_3,0,2
460888,Male,Yes,39,No,Homemaker,8.0,Low,1.0,Cat_6,0,0
460891,Female,Yes,38,No,Artist,2.0,Average,4.0,Cat_3,1,1
460897,Male,No,22,No,Healthcare,4.0,Low,4.0,Cat_6,0,2
460898,Male,Yes,52,No,Artist,2.0,Average,4.0,Cat_6,1,1
460899,Male,No,40,Yes,Entertainment,1.0,Low,3.0,Cat_6,0,3
460901,Male,No,20,No,Doctor,8.0,Low,3.0,Cat_6,0,0
460902,Male,No,41,Yes,Executive,1.0,Low,3.0,Cat_6,0,3
460905,Male,No,30,Yes,Artist,1.0,Low,1.0,Cat_3,0,3
460906,Female,Yes,89,Yes,Lawyer,1.0,High,3.0,Cat_6,2,1
460907,Male,Yes,83,No,Lawyer,1.0,High,3.0,Cat_6,2,1
460923,Male,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,1,1
460924,Male,No,31,No,Doctor,1.0,Low,5.0,Cat_2,0,2
460928,Male,Yes,48,Yes,Artist,1.0,Average,4.0,Cat_6,1,1
460934,Female,No,29,No,Doctor,0.0,Low,2.0,Cat_6,0,3
460935,Male,Yes,87,Yes,Lawyer,0.0,Low,1.0,Cat_6,0,3
460945,Male,No,19,No,Engineer,4.0,Low,7.0,Cat_6,0,2
460953,Male,Yes,60,No,Entertainment,1.0,Low,2.0,Cat_6,0,3
460961,Male,No,23,No,Healthcare,1.0,Low,2.0,Cat_3,0,2
460962,Male,Yes,61,Yes,Executive,9.0,High,4.0,Cat_6,2,1
460963,Female,No,27,Yes,Artist,1.0,Low,3.0,Cat_6,0,2
460968,Male,Yes,32,No,Doctor,14.0,Average,2.0,Cat_3,1,0
460975,Male,Yes,79,Unknown,Lawyer,0.0,High,2.0,Cat_6,2,1
460976,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_6,0,2
460977,Male,Yes,42,Yes,Executive,0.0,High,3.0,Cat_4,2,1
460979,Male,Yes,76,No,Lawyer,1.0,Low,1.0,Cat_6,0,3
460981,Female,Yes,41,No,Marketing,1.0,Average,2.0,Cat_6,1,1
460984,Male,Yes,38,Yes,Entertainment,0.0,Average,4.0,Cat_6,1,1
460988,Male,Yes,43,Yes,Entertainment,0.0,Average,3.0,Cat_4,1,1
460989,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_1,0,2
460991,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_7,0,2
460993,Male,Yes,56,Yes,Artist,0.0,Average,4.0,Cat_6,1,1
460999,Male,No,28,Yes,Engineer,0.0,Low,3.0,Cat_3,0,2
461000,Male,Yes,60,No,Marketing,1.0,High,2.0,Cat_3,2,1
461001,Female,No,55,Yes,Artist,0.0,Low,2.0,Cat_3,0,3
461015,Male,Yes,35,Yes,Entertainment,1.0,Average,2.0,Cat_3,1,1
461016,Male,No,25,No,Healthcare,5.0,Low,5.0,Cat_3,0,2
461022,Male,Yes,71,Yes,Artist,1.0,Low,1.0,Cat_3,0,3
461023,Male,Yes,65,No,Lawyer,1.0,High,2.0,Cat_3,2,1
461024,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,0,3
461028,Female,No,20,No,Healthcare,5.0,Low,4.0,Cat_4,0,2
461029,Male,Yes,43,No,Entertainment,9.0,Low,2.0,Cat_4,0,0
461034,Female,No,20,No,Marketing,3.0,Low,6.0,Cat_3,0,2
461037,Male,Yes,40,Yes,Healthcare,1.0,High,5.0,Cat_3,2,1
461038,Female,Yes,46,Yes,Engineer,0.0,High,5.0,Cat_3,2,1
461041,Female,Yes,65,No,Lawyer,1.0,High,7.0,Cat_3,2,1
461042,Male,No,21,No,Healthcare,0.0,Low,2.0,Cat_4,0,2
461043,Male,Yes,50,No,Healthcare,1.0,Low,7.0,Cat_4,0,2
461044,Male,No,18,No,Healthcare,0.0,Low,5.0,Cat_4,0,2
461049,Female,Yes,61,Yes,Doctor,1.0,Low,7.0,Cat_7,0,2
461050,Male,Yes,49,Yes,Unknown,1.0,High,3.0,Cat_6,2,1
461053,Male,Yes,39,No,Executive,1.0,High,4.0,Cat_3,2,1
461059,Female,Yes,52,No,Lawyer,1.0,High,2.0,Cat_6,2,1
461060,Male,Yes,56,Yes,Executive,0.0,High,5.0,Cat_6,2,1
461065,Male,Yes,55,Yes,Executive,1.0,Low,6.0,Cat_3,0,2
461071,Male,Yes,42,No,Engineer,1.0,Average,5.0,Cat_3,1,2
461078,Female,No,33,No,Homemaker,0.0,Low,6.0,Cat_3,0,2
461082,Male,No,19,No,Healthcare,8.0,Low,4.0,Cat_1,0,0
461085,Female,No,27,No,Engineer,1.0,Low,1.0,Cat_3,0,3
461093,Female,Yes,38,Yes,Artist,1.0,Average,4.0,Cat_3,1,1
461099,Female,No,38,No,Artist,1.0,Low,4.0,Cat_3,0,2
461111,Female,Yes,43,Yes,Doctor,8.0,Low,1.0,Cat_6,0,0
461114,Male,Yes,53,Yes,Artist,1.0,Average,4.0,Cat_3,1,1
461116,Male,Yes,33,No,Executive,4.0,High,4.0,Cat_3,2,1
461118,Female,No,30,Yes,Healthcare,7.0,Low,2.0,Cat_3,0,0
461119,Female,No,22,No,Healthcare,6.0,Low,3.0,Cat_3,0,0
461121,Male,No,33,No,Doctor,0.0,Low,4.0,Cat_3,0,2
461124,Male,No,21,No,Healthcare,1.0,Low,8.0,Cat_4,0,2
461127,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_4,0,2
461128,Male,No,19,No,Healthcare,7.0,Low,3.0,Cat_6,0,0
461129,Female,Yes,58,Yes,Entertainment,1.0,Average,4.0,Cat_6,1,1
461131,Male,Yes,67,Yes,Artist,1.0,High,2.0,Cat_6,2,1
461145,Female,Yes,36,Yes,Entertainment,1.0,Low,2.0,Cat_3,0,3
461152,Female,No,30,No,Homemaker,8.0,Low,2.0,Cat_3,0,0
461154,Male,No,23,No,Homemaker,1.0,Low,4.0,Cat_3,0,2
461158,Female,No,42,Yes,Entertainment,1.0,Low,2.0,Cat_3,0,3
461162,Female,No,37,No,Marketing,8.0,Low,3.0,Cat_3,0,0
461163,Female,Yes,58,No,Entertainment,9.0,Low,4.0,Cat_3,0,0
461168,Female,Yes,26,No,Engineer,7.0,Average,2.0,Cat_3,1,0
461169,Male,No,39,Yes,Entertainment,9.0,Low,2.0,Cat_3,0,0
461174,Female,No,23,No,Marketing,1.0,Low,4.0,Cat_3,0,2
461177,Male,Yes,41,No,Executive,8.0,Average,4.0,Cat_1,1,0
461178,Male,Yes,26,No,Entertainment,0.0,Low,3.0,Cat_3,0,2
461179,Female,Yes,25,No,Engineer,3.0,Low,3.0,Cat_3,0,2
461181,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_3,0,2
461183,Male,No,36,No,Executive,0.0,Low,5.0,Cat_3,0,2
461187,Male,No,29,No,Healthcare,9.0,Low,4.0,Cat_3,0,0
461197,Male,No,26,No,Marketing,1.0,Low,1.0,Cat_3,0,3
461198,Female,No,78,Yes,Lawyer,1.0,Low,1.0,Cat_6,0,3
461201,Female,No,55,Yes,Artist,1.0,Low,1.0,Cat_6,0,3
461205,Male,No,26,Yes,Healthcare,1.0,Low,3.0,Cat_2,0,2
461211,Female,No,46,Yes,Entertainment,0.0,Low,1.0,Cat_6,0,3
461214,Male,No,29,No,Healthcare,0.0,Low,4.0,Cat_6,0,2
461215,Female,No,36,Yes,Artist,10.0,Low,1.0,Cat_6,0,0
461218,Male,Yes,27,No,Executive,1.0,Low,6.0,Cat_6,0,2
461220,Female,No,29,No,Executive,8.0,Low,3.0,Cat_6,0,0
461221,Female,No,25,No,Marketing,1.0,Low,4.0,Cat_6,0,2
461225,Female,No,30,No,Marketing,10.0,Low,6.0,Cat_6,0,0
461226,Male,Yes,45,Yes,Unknown,1.0,Low,2.0,Cat_6,0,3
461230,Female,No,21,No,Executive,0.0,Low,2.0,Cat_3,0,2
461232,Female,Yes,41,Yes,Executive,1.0,High,2.0,Cat_3,2,1
461233,Male,Yes,38,Yes,Entertainment,1.0,Low,2.0,Cat_3,0,3
461236,Female,No,28,Yes,Healthcare,9.0,Low,1.0,Cat_6,0,0
461237,Male,No,33,Yes,Doctor,1.0,Low,5.0,Cat_2,0,2
461241,Male,Yes,31,Yes,Healthcare,7.0,Low,2.0,Cat_6,0,0
461242,Male,Yes,45,Yes,Healthcare,0.0,Low,2.0,Cat_6,0,3
461243,Male,Yes,47,Yes,Marketing,0.0,Low,5.0,Cat_6,0,2
461248,Female,No,39,No,Healthcare,0.0,Low,1.0,Cat_6,0,3
461251,Female,No,47,Yes,Marketing,1.0,Low,2.0,Cat_6,0,3
